authorizer,enterer,modifier,reference_no,author1init,author1last,author2init,author2last,otherauthors,pubyr,reftitle,pubtitle,editors,pubvol,pubno,firstpage,lastpage,publication_type,basis,language,doi,comments,project_name,project_ref_no,created,modified
"M. Uhen","M. Uhen","J. Alroy",17895,"P. G.",Weaver,"R. A.",Webb,"R. E. Chandler",2005,"Additional echinoderms from the PCS (Lee Creek) phosphate mine, near Aurora, Beaufort County, North Carolina","Southeastern Geology",,44,2,73,83,"journal article","stated without evidence",English,,,,,"2006-07-07 12:30:54","2007-04-01 12:58:20"
"M. Uhen","M. Uhen",,18945,"R. E.",Weems,"J. M.",Self-Trail,"L. E. Edwards",2004,"Supergroup stratigraphy of the Atlantic and Gulf Coastal Plains (Middle? Jurassic through Holocene, Eastern North America)","Southeastern Geology",,42,4,191,216,"journal article","stated without evidence",English,,,,,"2006-10-02 10:04:01","2006-10-02 12:04:04"
"J. Alroy","J. Alroy","M. Uhen",3615,"J. W.",Westgate,,,,1988,"Biostratigraphic implications of the first Eocene land-mammal fauna from the North American coastal plain",Geology,,16,,995,998,"journal article","stated without evidence",English,,,,,"2001-03-02 15:01:34","2008-05-19 09:44:19"
"J. Alroy","J. Alroy","J. Alroy",702,"J. W.",Westgate,,,,1989,"Lower vertebrates from an estuarine facies of the Middle Eocene Laredo Formation (Claiborne Group), Webb County, Texas","Journal of Vertebrate Paleontology",,9,3,282,294,"journal article","stated without evidence",English,,,,,"2000-08-28 11:49:23","2006-12-06 20:15:01"
"J. Alroy","J. Alroy",,3618,"J. W.",Westgate,,,,1994,,"Journal of Vertebrate Paleontology",,14,2,,,"journal article","stated without evidence",,,,,,"2001-03-02 15:01:34","2001-03-02 17:01:34"
"M. Uhen","M. Uhen","M. Uhen",12028,"J. W.",Westgate,,,,2001,"Paleoecology and biostratigraphy of marginal marine gulf coast Eocene vertebrate localities","Eocene Biodiversity: Unusual Occurrences and Rarely Sampled Habitats",,,,263,297,"book/book chapter","stated without evidence",English,,,,,"2004-11-20 11:45:50","2012-01-02 13:04:30"
"M. Uhen","M. Uhen",,40971,"J. W.",Westgate,,,,2008,"Vertebrates from a middle Eocene estuarine mangrove community in the Rio Grande Embayment","Abstracts with Programs - Geological Society of America",,40,3,3,4,abstract,"stated without evidence",English,,"Geological Society of America, South-Central Section, 42nd annual meeting, Hot Springs, AR, United States, March 30-April 1, 2008",,,"2012-03-30 05:19:51","2012-03-29 13:19:51"
"J. Bloch","R. Hulbert",,50336,A.,Wetmore,,,,1931,"The avifauna of the Pleistocene in Florida","Smithsonian Miscellaneous Collections",,85,2,1,41,"journal article","stated without evidence",English,,,,,"2014-03-09 16:52:48","2014-03-09 16:52:48"
"M. Uhen","M. Uhen",,17875,"D. R.",Whitehead,,,,1983,"Pollen analysis of the Peat Member from the Lee Creek Mine","Smitsonian Contributions to Paleobiology",,53,,265,285,"journal article","stated without evidence",English,,,,,"2006-07-06 10:29:22","2006-07-06 12:29:23"
"M. Uhen","M. Uhen",,29805,C.,Whitlock,"M. R.",Dawson,,1990,"Pollen and vertebrates of the Early Neogene Haughton Formation, Devon Island, Arctic Canada",Arctic,,43,4,324,330,"journal article","stated without evidence",English,,,,,"2009-04-24 12:47:29","2009-04-24 14:47:29"
"M. Uhen","M. Uhen","M. Uhen",14141,"F. C.",Whitmore,,,,1987,"Cetacea from the Sahabi Formation, Libya","Neogene Paleontology and Geology of Sahabi",,,,145,151,"book/book chapter","stated without evidence",English,,,,,"2005-08-11 11:49:59","2005-08-11 13:49:59"
"M. Uhen","M. Uhen","J. Alroy",6011,"F C",Whitmore,,,,1994,"Neogene climatic change and the emergence of the modern whale fauna of the North Atlantic Ocean","Contributions in marine mammal paleontology honoring Frank C. Whitmore, Jr. Proceedings of the San Diego Society of Natural History.",,29,,223,227,"journal article","stated without evidence",English,,"not primary reference, nothing entered",5%,2420,"2002-03-12 10:47:23","2004-03-23 13:20:20"
"M. Uhen","M. Uhen","M. Uhen",26217,"F. C.",Whitmore,"L. G.",Barnes,,2008,"The Herpetocetinae, a new subfamily of extinct baleen whales (Mammalia, Cetacea, Cetotheriidae)","Virginia Museum of Natural History Special Publication",,14,,141,180,"journal article","stated without evidence",English,,"Geology and Paleontology of the Lee Creek Mine, North Carolina IV",,,"2008-01-14 07:18:08","2008-01-14 09:18:22"
"M. Uhen","M. Uhen",,26220,"F. C.",Whitmore,"J. A.",Kaltenbach,,2008,"Neogene Cetacea of the Lee Creek Phosphate Mine, North Carolina","Virginia Museum of Natural History Special Publication",,14,,181,269,"journal article","stated without evidence",English,,"Geology and Paleontology of the Lee Creek Mine, North Carolina IV",,,"2008-01-14 10:41:21","2008-01-14 12:41:21"
"M. Clapham","M. Clapham",,41270,"H. F.",Wickham,,,,1908,"New fossil Elateridae from Florissant","American Journal of Science, Series 4",,26,,76,78,"journal article","stated with evidence",English,,,,,"2012-04-23 13:39:33","2012-04-22 22:39:33"
"M. Clapham","A. Delelli","M. Clapham",41302,"H. F.",Wickham,,,,1909,"New Fossil Coleoptera from Florissant","American Journal of Science, Series 4",,28,4,126,130,"journal article","stated with evidence",English,,,,,"2012-04-25 07:18:09","2013-03-07 19:18:45"
"C. Labandeira","C. Labandeira","M. Clapham",5166,"H. F.",Wickham,,,,1910,"New fossil Coleoptera from Florissant, with notes on some already described","American Journal of Science, Series 4",,29,,47,51,"journal article","stated with evidence",English,,"ETE reference number 878",ETE,878,"2002-03-04 16:40:36","2013-10-05 23:42:59"
"C. Labandeira","C. Labandeira","M. Clapham",5167,"H. F.",Wickham,,,,1911,"Fossil Coleoptera from Florissant, with descriptions of several new species","Bulletin of the American Museum of Natural History",,30,,53,69,"journal article","stated without evidence",English,,"ETE reference number 879",ETE,879,"2002-03-04 16:40:36","2013-12-15 15:42:53"
"C. Labandeira","C. Labandeira","M. Clapham",5168,"H. F.",Wickham,,,,1912,"A report on some recent collections of fossil Coleoptera from the Miocene shales of Florissant","Bulletin from the Laboratories of Natural History of the State University of Iowa",,6,3,3,38,"journal article","stated with evidence",English,,"ETE reference number 880",ETE,880,"2002-03-04 16:40:36","2013-11-03 22:52:10"
"M. Clapham","A. Delelli","M. Clapham",41345,"H. F.",Wickham,,,,1912,"On some fossil rhynchophorous Coleoptera from Florissant, Colorado","Bulletin of the American Museum of Natural History",,31,4,41,55,"journal article","stated with evidence",English,,,,,"2012-04-29 08:16:35","2014-12-06 14:50:44"
"C. Labandeira","C. Labandeira","M. Clapham",5171,"H. F.",Wickham,,,,1913,"The Princeton collection of fossil beetles from Florissant","Annals of the Entomological Society of America",,6,,359,366,"journal article","stated without evidence",English,,"ETE reference number 883",ETE,883,"2002-03-04 16:40:36","2013-11-24 21:06:15"
"C. Labandeira","C. Labandeira","M. Clapham",5174,"H. F.",Wickham,,,,1916,"The fossil Elateridae of Florissant","Bulletin of the Museum of Comparative Zoology at Harvard College",,60,12,493,527,"serial monograph","stated with evidence",English,,"ETE reference number 886",ETE,886,"2002-03-04 16:40:36","2013-12-12 23:55:50"
"C. Labandeira","C. Labandeira","M. Kosnik",5175,"H. F.",Wickham,,,,1917,"New Species of Fossil Beetles from Florissant, Colorado","Proceedings of the United States National Museum",,52,,463,472,,"stated without evidence",,,"ETE reference number 887",ETE,887,"2002-03-04 16:40:36","2002-03-04 18:40:36"
"M. Uhen","M. Uhen","M. Uhen",29991,E.,Wijnker,"S. L.",Olson,,2009,"A revision of the fossil genus Miocepphus and other Miocene Alcidae (Aves: Charadriiformes) of the western North Atlantic Ocean","Journal of Systematic Palaeontology",,7,4,471,487,"journal article","stated without evidence",English,,,,,"2009-05-20 08:55:06","2013-08-22 10:36:41"
"P. Wilf","P. Wilf","P. Wilf",7696,P.,Wilf,,,,2000,"Late Paleocene-early Eocene climate changes in southwestern Wyoming: Paleobotanical analysis","Geological Society America Bulletin",,112,2,292,307,"journal article","stated without evidence",,,,,,"2003-01-24 12:53:58","2003-01-24 14:53:58"
"J. Alroy","J. Alroy","M. Kosnik",3643,P.,Wilf,"K. C.",Beard,"K. S. Davies-Vollum, J. W. Norejko",1998,,Palaios,,13,,514,532,"journal article","stated without evidence",,,,ETE,1545,"2001-03-02 15:01:30","2002-02-25 10:39:03"
"P. Wilf","P. Wilf","P. Wilf",8329,P.,Wilf,"K. R.",Johnson,"B. T. Huber",2003,"Correlated terrestrial and marine evidence for global climate changes before mass extinction at the Cretaceous-Paleogene boundary","Proceedings of the National Academy of Sciences",,100,,599,604,"journal article","stated without evidence",,,,,,"2003-03-08 15:49:37","2003-03-08 17:49:37"
"P. Wilf","P. Wilf","P. Wilf",8331,P.,Wilf,"C. C.",Labandeira,,1999,"Response of plant-insect associations to Paleocene-Eocene warming",Science,,284,5423,2153,2156,"journal article","stated without evidence",,,,,,"2003-03-09 10:07:37","2003-03-09 12:07:37"
"P. Wilf","P. Wilf","P. Wilf",8333,P.,Wilf,"C. C.",Labandeira,"W. J. Kress, C. L. Staines, D. M. Windsor, A. L. Allen, K. R. Johnson",2000,"Timing the radiations of leaf beetles: Hispines on gingers from latest Cretaceous to Recent",Science,,289,5477,291,294,"journal article","stated without evidence",,,,,,"2003-03-09 10:12:20","2003-03-09 12:12:31"
"P. Wilf","P. Wilf","P. Wilf",8332,P.,Wilf,"C. C.",Labandeira,"K. R. Johnson, P. D. Coley, A. D. Cutter",2001,"Insect herbivory, plant defense, and early Cenozoic climate change","Proceedings of the National Academy of Sciences",,98,11,6221,6226,"journal article","stated without evidence",,,,,,"2003-03-09 10:09:51","2003-03-09 12:10:00"
"P. Wilf","P. Wilf",,18516,P.,Wilf,"C. C.",Labandeira,"K. R. Johnson, B. Ellis",2006,"Decoupled plant and insect diversity after the end-Cretaceous extinction",Science,,313,,1112,1115,"journal article","stated without evidence",English,,,,,"2006-08-31 19:51:12","2006-08-31 21:51:27"
"M. Uhen","M. Uhen","M. Uhen",11995,"E. M.",Williams,,,,1998,"Synopsis of the Earliest Cetaceans: Pakicetidae, Ambulocetidae, Remingtonocetidae, and Protocetidae","The Emergence of Whales",,,,1,28,"book/book chapter","stated without evidence",,,,,,"2004-11-17 06:15:59","2004-11-17 08:15:59"
"J. Alroy","J. Alroy",,29561,"B. A.",Williams,"E. C.",Kirk,,2008,"New Uintan primates from Texas and their implications for North American patterns of species richness during the Eocene","Journal of Human Evolution",,55,6,927,941,"journal article","stated with evidence",English,,,,,"2009-03-28 16:48:31","2009-03-28 18:48:31"
"M. Uhen","M. Uhen","M. Uhen",17889,D.,Wilson,,,,1983,"The Lee Creek enigma, Mclellania aenigma, a new taxon in fossil Cirrhipedia","Smithsonian Contributions to Paleobiology",,53,,483,498,"journal article","stated without evidence",English,,,,,"2006-07-07 09:45:27","2006-07-07 11:45:38"
"J. Alroy","J. Alroy",,3674,"J. A.",Wilson,"J. W.",Westgate,,1991,,"Journal of Vertebrate Paleontology",,11,2,,,"journal article","stated without evidence",,,,,,"2001-03-02 15:01:34","2001-03-02 17:01:34"
"S. Wing","H. Sims",,4163,"S. L.",Wing,J.,Alroy,"L.J. Hickey",1995,"Plant and mammal diversity in the Paleocene to Early Eocene of the Bighorn Basin","Palaeogeography, Palaeoclimatology, Palaeoecology ",,115,,117,155,"journal article","stated without evidence",,,,,,"2002-03-04 16:40:36","2002-03-04 18:40:36"
"S. Wing","S. Wing",,19407,SL,Wing,LJ,Hickey,,1984,"The Platycarya perplex and the evolution of the Juglandaceae","American Journal of Botany",,71,,388,411,"journal article","stated without evidence",English,,,,,"2006-12-15 09:29:15","2006-12-15 11:29:15"
"H. Sims","S. Ostrowski","H. Sims",4170,"J. A.",Wolfe,W.,Wehr,,1987,"Middle Eocene Dicotyledonous Plants from Republic, Northeastern Washington","United States Geological Survey Bulletin",,1597,,1,25+,"journal article","stated without evidence",,,,ETE,427,"2002-03-04 16:40:36","2002-07-23 11:52:49"
"M. Clapham","M. Clapham","M. Clapham",39932,"F. E.",Zeuner,,,,1939,,"Fossil Orthoptera Ensifera",,,,1,321,book,"stated with evidence",English,,,,,"2012-02-04 15:53:52","2013-04-02 16:06:42"
"M. Clapham","J. Karr","M. Clapham",36964,"F. E.",Zeuner,,,,1941,"The fossil Acrididae (Orth. Salt. ) Part I, Catantopinae","The Annals and Magazine of Natural History, Eleventh Series",,8,,510,522,"journal article","stated with evidence",English,,,,,"2011-08-05 11:55:21","2013-04-02 15:47:58"
"M. Uhen","M. Uhen",,18131,"G. R.",Zug,,,,2001,"Turtles of the Lee Creek Mine (Pliocene: North Carolina)","Smithsonian Contributions to Paleobiology",,90,,203,218,"journal article","stated without evidence",English,,,,,"2006-07-31 12:59:17","2006-07-31 14:59:17"
